answer_id,qa_key,question_number_int,phase,question_weight_v3,dimension_primary,dimension_secondary,answer_letter,answer_text,archetype,shadow_type,comm_health_norm,reg_health_norm,love_relational_norm,readiness_norm,pacing_norm,attachment_risk_norm,centered_polarity_norm,reciprocity_signal_norm,integrity_penalty_norm,cluster_penalty_norm,pattern_risk_norm,forecast_norm,pos_agg,chem_agg,risk_agg,risk_band,pos_band,chem_band,access_style_label_v8,conflict_style_label_v8,repair_style_label_v8,attachment_style_label_v8,nervous_system_bias_label_v8,selection_gap_flag_v8
Q13_B,013_B,13,Core,1.05,ConflictRepair,CommunicationHealth,B,"I start imagining what it could be. I try not to get ahead of myself, I just like feeling what it can be.",Romantic Idealist,,0.74,0.48,0.62,0.6,0.7100000000000001,0.084128,0.7499999999999999,0.6898666666666666,0.0,0.0,0.0,0.4,0.6793276656084656,0.6949144159999998,0.0168256,Low,Medium,Medium,Measured,Emotional,Re-engage,Slow-build,Mixed,Low
Q13_C,013_C,13,Core,1.05,ConflictRepair,CommunicationHealth,C,"I don't say much, but I start showing up more, checking in, remembering little things. That's usually how I start showing my interest.",Translator,,0.56,0.92,0.74,0.8,0.8979999999999999,0.04479200000000001,0.5,0.8057333333333334,0.0,0.0,0.0,0.8,0.8265380486772487,0.6598258239999999,0.008958400000000002,Low,High,Medium,Open,Indirect,Co-repair,Slow-build,Calm-seeking,Low
Q13_D,013_D,13,Core,1.05,ConflictRepair,CommunicationHealth,D,"I want them to like me back, but I need to know it's safe first, so I keep it light while I wait on their actions.",Performer,,0.56,0.48,0.62,0.4,0.6486666666666666,0.1407404444444444,0.9375,0.6161777777777777,0.0,0.0,0.1111111111111111,0.4,0.611312149559083,0.7751017675555554,0.0503703111111111,Low,Medium,High,Selective,Indirect,Re-engage,Mixed,Mixed,Low
Q13_E,013_E,13,Core,1.05,ConflictRepair,CommunicationHealth,E,"If I like someone, it shows, but I don't rush just because the vibe is good. I wait to see if the energy stays real.",Icebox,,0.36,0.28,0.76,0.4,0.6080000000000001,0.2286293333333333,0.6875,0.6014666666666667,0.0,0.0,0.3333333333333333,0.2,0.5610208338624338,0.7161908786666666,0.1123925333333333,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q14_A,014_A,14,Core,1.05,ConflictRepair,CommunicationHealth,A,I mirror it. They get the same version of me they're handing out. No extra effort for bare minimum.,Icebox,,0.36,0.28,0.76,0.4,0.544,0.2387893333333334,0.6875,0.5648,0.0,0.0,0.3333333333333333,0.0,0.5162231619047619,0.6587063986666666,0.1144245333333334,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q14_B,014_B,14,Core,1.05,ConflictRepair,CommunicationHealth,B,"I start overexplaining, why I care, what I mean, what I hope for. I try to make it easier to choose me.",Fixer,,0.74,0.92,0.72,0.4,0.6002857142857143,0.1562308571428571,0.4374999999999999,0.6493333333333332,0.0,0.3571428571428572,0.0,0.4,0.6423307978835979,0.458508036,0.1026747428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q14_C,014_C,14,Core,1.05,ConflictRepair,CommunicationHealth,C,"I act like I don't care, but it eats at me. I show up less, talk less, but I'm still watching every move.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q14_D,014_D,14,Core,1.05,ConflictRepair,CommunicationHealth,D,"I pretend I'm fine, but the shift gets loud. Suddenly I'm noticing who they respond to faster. Who gets their energy.",Analyzer,,0.68,0.74,0.72,0.4,0.4522857142857142,0.5204548571428572,0.5,0.5748,0.0,0.3571428571428572,1.0,0.2,0.5882065142857144,0.5215672640000001,0.3755195428571428,Medium,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q14_E,014_E,14,Core,1.05,ConflictRepair,CommunicationHealth,E,"I clock it, stash the receipt, and stop reaching out. I've made that mistake before, won't repeat it.",Quiet Exit,,0.36,0.28,0.76,0.4,0.6080000000000001,0.2286293333333333,0.625,0.6014666666666667,0.0,0.0,0.3333333333333333,0.2,0.5610208338624338,0.6872533786666668,0.1123925333333333,Low,Medium,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q15_A,015_A,15,Core,1.05,ConflictRepair,CommunicationHealth,A,"I wait for the twist. Nobody's that into me for no reason. I enjoy it, but I stay suspicious.",Survivor,,0.74,0.74,0.72,0.4,0.6362857142857142,0.1535188571428572,0.4374999999999999,0.6643999999999999,0.0,0.3571428571428572,0.0,0.4,0.6447534476190476,0.5157839719999999,0.1021323428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q15_B,015_B,15,Core,1.05,ConflictRepair,CommunicationHealth,B,"I get anxious. Like... if it's this easy now, what happens when I actually need something?",Phantom Seeker,,0.74,0.74,0.7,0.2,0.5222857142857142,0.1773988571428572,0.625,0.5885333333333332,0.0,0.3571428571428572,0.0,0.2,0.5554135534391534,0.5420278319999999,0.1069083428571429,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q15_C,015_C,15,Core,1.05,ConflictRepair,CommunicationHealth,C,"I like it, but I start checking what they want from me. Nobody invests like that unless they're expecting a return.",Analyzer,,0.68,0.74,0.72,0.4,0.6362857142857142,0.1546948571428571,0.5,0.6547999999999999,0.0,0.3571428571428572,0.0,0.4,0.6375931809523809,0.543008544,0.1023675428571429,Low,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q15_D,015_D,15,Core,1.05,ConflictRepair,CommunicationHealth,D,"I try not to mess it up. I overthink everything I send back. It feels good, but fragile.",Performer,,0.56,0.48,0.62,0.4,0.5622857142857143,0.1725028571428572,0.9375,0.5883999999999999,0.0,0.3571428571428572,0.0,0.2,0.5645541587301588,0.7170124199999999,0.1059291428571429,Low,Medium,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q15_E,015_E,15,Core,1.05,ConflictRepair,CommunicationHealth,E,"I match it, but I don't flood it. Feels rare, and I'm not about to fumble it with weird energy.",Icebox,,0.36,0.28,0.76,0.6,0.6960000000000001,0.095056,0.6875,0.6641333333333332,0.0,0.0,0.0,0.2,0.6209171724867724,0.733930932,0.0190112,Low,Medium,High,Measured,Avoidant,Delay,Slow-build,Mixed,Low
Q16_A,016_A,16,Core,1.05,ConflictRepair,CommunicationHealth,A,"If you're hot and cold, I'm room temperature and gone. I'm not here to decode moods.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.894,0.2574346666666667,0.1875,0.8427999999999999,0.0,0.0,0.6666666666666666,1.0,0.9251070095238094,0.5327043293333333,0.1848202666666667,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q16_B,016_B,16,Core,1.05,ConflictRepair,CommunicationHealth,B,"I recheck our last texts. Then I reread mine. Then I wonder if I should've said less, or more. I don't bring it up, but it definitely rewires how I respond.",Analyzer,,0.68,0.74,0.72,0.4,0.5651428571428572,0.1772834285714286,0.5,0.6181333333333332,0.0,0.4285714285714285,0.0,0.2,0.5896336042328042,0.485176064,0.1211709714285714,Low,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q16_C,016_C,16,Core,1.05,ConflictRepair,CommunicationHealth,C,I back off. They'll either notice or they won't. I'm not chasing people who don't know what they want.,Icebox,,0.36,0.28,0.76,0.0,0.3402857142857143,0.3405961904761905,0.6875,0.3828,0.0,0.3571428571428572,0.3333333333333333,0.0,0.3586542222222222,0.4954558066666667,0.2062144761904762,Low,Very Low,Low,Guarded,Avoidant,Suppress,Rush-risk,Calm-seeking,Low
Q16_D,016_D,16,Core,1.05,ConflictRepair,CommunicationHealth,D,"I stop bringing things up. If they don't want me, I'm not going to beg to be understood. I've played that game before.",Fixer,,0.74,0.92,0.72,0.4,0.4917142857142857,0.4426118095238096,0.4374999999999999,0.6326666666666666,0.0,0.6428571428571429,0.6666666666666666,0.4,0.6329756656084656,0.4964893693333333,0.3504271238095238,Medium,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q16_E,016_E,16,Core,1.05,ConflictRepair,CommunicationHealth,E,"I tell myself it's probably just stress or a bad week. I don't want to give up too early, but it's hard not to notice when it shifts.",Romantic Idealist,,0.74,0.48,0.62,0.6,0.7100000000000001,0.084128,0.7499999999999999,0.6898666666666666,0.0,0.0,0.0,0.4,0.6793276656084656,0.6949144159999998,0.0168256,Low,Medium,Medium,Measured,Emotional,Re-engage,Slow-build,Mixed,Low
Q17_A,017_A,17,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I give them space. If they want to talk, they will. If not, I take the hint.",Icebox,,0.36,0.28,0.76,0.4,0.504,0.3565226666666667,0.6875,0.5381333333333334,0.0,0.0,0.6666666666666666,0.0,0.5164489820105821,0.6694098653333334,0.2046378666666667,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q17_B,017_B,17,Core,1.1,EmotionalRegulation,AttachmentSafety,B,I immediately think I said something wrong. I start scanning every word trying to figure out what triggered it.,Analyzer,,0.68,0.74,0.72,0.2,0.4882857142857143,0.1845348571428572,0.5,0.5454666666666667,0.0,0.3571428571428572,0.0,0.2,0.5258325037037037,0.427773024,0.1083355428571429,Low,Low,Low,Selective,Logical,Re-engage,Mixed,Calm-seeking,Low
Q17_C,017_C,17,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I'll ask once. If it's brushed off or ignored, I shift. I'm not the type to sit in someone else's silence for long.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q17_D,017_D,17,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I try to keep the mood up, shift the subject, make it feel less tense, even if I'm freaking out a little inside.",Performer,,0.56,0.48,0.62,0.4,0.5622857142857143,0.1725028571428572,0.9375,0.5883999999999999,0.0,0.3571428571428572,0.0,0.2,0.5645541587301588,0.7170124199999999,0.1059291428571429,Low,Medium,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q17_E,017_E,17,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"I feel it, but I don't say anything. I stay present, hoping they'll come back to me on their own.",Translator,,0.56,0.92,0.74,0.4,0.5622857142857143,0.2772121904761905,0.5,0.5970666666666666,0.0,0.3571428571428572,0.3333333333333333,0.4,0.6217104846560848,0.4957180586666667,0.1935376761904762,Low,Medium,Low,Measured,Indirect,Re-engage,Mixed,Calm-seeking,Low
Q18_A,018_A,18,Core,1.1,EmotionalRegulation,AttachmentSafety,A,I match the energy. You pull back? I pull back faster. I've learned not to chase clarity from people who hide when it gets real.,Icebox,,0.36,0.28,0.76,0.4,0.5306666666666666,0.2784337777777778,0.6875,0.5559111111111111,0.0,0.0,0.4444444444444445,0.0,0.5135960014109348,0.6575963542222223,0.1445756444444445,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q18_B,018_B,18,Core,1.1,EmotionalRegulation,AttachmentSafety,B,"I start thinking I pushed too far. I replay the moment, wondering what I said that made them go quiet. It usually ends with me blaming myself.",Analyzer,,0.68,0.74,0.72,0.2,0.4882857142857143,0.1845348571428572,0.5,0.5454666666666667,0.0,0.3571428571428572,0.0,0.2,0.5258325037037037,0.427773024,0.1083355428571429,Low,Low,Low,Selective,Logical,Re-engage,Mixed,Calm-seeking,Low
Q18_C,018_C,18,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I wait. Sometimes people get scared when they feel seen, I don't want to add pressure, but I definitely notice the change.",Romantic Idealist,,0.74,0.48,0.62,0.6,0.7100000000000001,0.084128,0.7499999999999999,0.6898666666666666,0.0,0.0,0.0,0.4,0.6793276656084656,0.6949144159999998,0.0168256,Low,Medium,Medium,Measured,Emotional,Re-engage,Slow-build,Mixed,Low
Q18_D,018_D,18,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I go into fix-it mode. Check in more. Try to feel lighter, easier, more fun, anything to bring us back to how it felt before.",Fixer,,0.74,0.92,0.72,0.4,0.6002857142857143,0.1562308571428571,0.4374999999999999,0.6493333333333332,0.0,0.3571428571428572,0.0,0.4,0.6423307978835979,0.458508036,0.1026747428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q18_E,018_E,18,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"I make myself busy. I don't ask, I don't chase. But I clock it. I'll still be polite, but they won't get the same version of me again.",Quiet Exit,,0.36,0.28,0.76,0.4,0.5840000000000001,0.119856,0.625,0.5914666666666666,0.0,0.0,0.0,0.0,0.5241046433862435,0.6330990320000001,0.0239712,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q19_A,019_A,19,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I clock it. If they're not curious, they're not serious. I don't make speeches, I just start pulling back and let them figure it out.",Icebox,,0.36,0.28,0.76,0.4,0.648,0.109696,0.6875,0.6281333333333333,0.0,0.0,0.0,0.2,0.5689023153439154,0.719521012,0.0219392,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q19_B,019_B,19,Core,1.1,EmotionalRegulation,AttachmentSafety,B,"I start telling little stories about myself anyway, hoping they'll finally ask more. When they don't, it stings more than I let on.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.4235238095238095,0.2632890158730159,0.625,0.5796444444444444,0.0,0.5714285714285714,0.1111111111111111,0.0,0.5175584564373898,0.5284229075555555,0.1891657396825397,Low,Low,Low,Selective,Emotional,Delay,Mixed,Calm-seeking,Low
Q19_C,019_C,19,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I keep the conversation going but note the pattern. If it keeps feeling one-sided, I stop investing. Curiosity should go both ways.",Analyzer,,0.68,0.74,0.72,0.6,0.7839999999999999,0.06984800000000001,0.5,0.7274666666666666,0.0,0.0,0.0,0.6,0.7308858878306878,0.6025842559999999,0.0139696,Low,High,Medium,Measured,Logical,Re-engage,Slow-build,Calm-seeking,Low
Q19_D,019_D,19,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I assume I'm just too much or not interesting enough. So I shrink a little. Try to be easier to be around, maybe then they'll lean in.",Fixer,,0.74,0.92,0.72,0.2,0.4882857142857143,0.1798308571428572,0.4374999999999999,0.5766666666666667,0.0,0.3571428571428572,0.0,0.2,0.5536255703703703,0.4006472359999999,0.1073947428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q19_E,019_E,19,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"If they're not asking, I stop sharing. It's not rejection, it's just proof they're not where I am. That tells me all I need to know.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q20_A,020_A,20,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I don't chase maybes. If you're not ready, I'm not holding space hoping you'll get there. I move different after that.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.9606666666666667,0.05921244444444446,0.1875,0.8872444444444444,0.0,0.0,0.1111111111111111,1.0,0.9382428119929452,0.5382545515555556,0.03406471111111111,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q20_B,020_B,20,Core,1.1,EmotionalRegulation,AttachmentSafety,B,I downplay what I want. I'd rather keep them close than scare them off. I tell myself maybe they'll change their mind.,Phantom Seeker,,0.74,0.74,0.7,0.0,0.3702857142857143,0.3199321904761905,0.625,0.4892,0.0,0.3571428571428572,0.3333333333333333,0.0,0.4588268444444443,0.4808368986666666,0.2020816761904762,Low,Low,Low,Selective,Emotional,Re-engage,Rush-risk,Calm-seeking,Low
Q20_C,020_C,20,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I lean into the attention while it's there, but I'm already preparing for them to dip. I know how this story ends, I just don't rush it.",Icebox,,0.36,0.28,0.76,0.2,0.42,0.3774026666666667,0.6875,0.4654666666666667,0.0,0.0,0.6666666666666666,0.0,0.4413786751322752,0.5976252253333334,0.2088138666666667,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q20_D,020_D,20,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I start fixing it in my head. Maybe if I give it time, make things feel safer, they'll realize what we have. It's not manipulation, it's belief.",Fixer,,0.74,0.92,0.72,0.4,0.5869523809523809,0.1958753015873016,0.4374999999999999,0.6404444444444444,0.0,0.3571428571428572,0.1111111111111111,0.4,0.6397036373897708,0.4573979915555555,0.132825853968254,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q20_E,020_E,20,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"I mirror it. You want casual? Cool. I can do that, until I don't. Just don't get mad when I stop answering like I used to.",Performer,,0.56,0.48,0.62,0.4,0.5940000000000001,0.2239493333333333,0.9375,0.5983999999999999,0.0,0.0,0.3333333333333333,0.2,0.5843156063492064,0.7727719186666666,0.1114565333333333,Low,Medium,High,Selective,Indirect,Re-engage,Mixed,Mixed,Low
Q21_A,021_A,21,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"If you're hot and cold, I'm room temperature and gone. I'm not here to decode moods.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.894,0.2574346666666667,0.1875,0.8427999999999999,0.0,0.0,0.6666666666666666,1.0,0.9251070095238094,0.5327043293333333,0.1848202666666667,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q21_B,021_B,21,Core,1.1,EmotionalRegulation,AttachmentSafety,B,"I recheck our last texts. Then I reread mine. Then I wonder if I should've said less, or more. I don't bring it up, but it definitely rewires how I respond.",Analyzer,,0.68,0.74,0.72,0.4,0.5651428571428572,0.1772834285714286,0.5,0.6181333333333332,0.0,0.4285714285714285,0.0,0.2,0.5896336042328042,0.485176064,0.1211709714285714,Low,Medium,Low,Measured,Logical,Re-engage,Mixed,Calm-seeking,Low
Q21_C,021_C,21,Core,1.1,EmotionalRegulation,AttachmentSafety,C,I back off. They'll either notice or they won't. I'm not chasing people who don't know what they want.,Icebox,,0.36,0.28,0.76,0.0,0.3402857142857143,0.3405961904761905,0.6875,0.3828,0.0,0.3571428571428572,0.3333333333333333,0.0,0.3586542222222222,0.4954558066666667,0.2062144761904762,Low,Very Low,Low,Guarded,Avoidant,Suppress,Rush-risk,Calm-seeking,Low
Q21_D,021_D,21,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I stop bringing things up. If they don't want me, I'm not going to beg to be understood. I've played that game before.",Fixer,,0.74,0.92,0.72,0.4,0.4917142857142857,0.4426118095238096,0.4374999999999999,0.6326666666666666,0.0,0.6428571428571429,0.6666666666666666,0.4,0.6329756656084656,0.4964893693333333,0.3504271238095238,Medium,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q21_E,021_E,21,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"I tell myself it's probably just stress or a bad week. I don't want to give up too early, but it's hard not to notice when it shifts.",Romantic Idealist,,0.74,0.48,0.62,0.6,0.7100000000000001,0.084128,0.7499999999999999,0.6898666666666666,0.0,0.0,0.0,0.4,0.6793276656084656,0.6949144159999998,0.0168256,Low,Medium,Medium,Measured,Emotional,Re-engage,Slow-build,Mixed,Low
Q22_A,022_A,22,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I give them space. If they want to talk, they will. If not, I take the hint.",Icebox,,0.36,0.28,0.76,0.4,0.504,0.3565226666666667,0.6875,0.5381333333333334,0.0,0.0,0.6666666666666666,0.0,0.5164489820105821,0.6694098653333334,0.2046378666666667,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q22_B,022_B,22,Core,1.1,EmotionalRegulation,AttachmentSafety,B,I immediately think I said something wrong. I start scanning every word trying to figure out what triggered it.,Analyzer,,0.68,0.74,0.72,0.2,0.4882857142857143,0.1845348571428572,0.5,0.5454666666666667,0.0,0.3571428571428572,0.0,0.2,0.5258325037037037,0.427773024,0.1083355428571429,Low,Low,Low,Selective,Logical,Re-engage,Mixed,Calm-seeking,Low
Q22_C,022_C,22,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I'll ask once. If it's brushed off or ignored, I shift. I'm not the type to sit in someone else's silence for long.",Regulated Grown-Up,,0.9,0.92,0.74,1.0,0.974,0.01956800000000002,0.1875,0.8961333333333332,0.0,0.0,0.0,1.0,0.9408699724867723,0.539364596,0.003913600000000004,Low,High,Low,Open,Direct,Co-repair,Slow-build,Calm-seeking,Low
Q22_D,022_D,22,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I try to keep the mood up, shift the subject, make it feel less tense,even if I'm freaking out a little inside.",Performer,,0.56,0.48,0.62,0.4,0.5622857142857143,0.1725028571428572,0.9375,0.5883999999999999,0.0,0.3571428571428572,0.0,0.2,0.5645541587301588,0.7170124199999999,0.1059291428571429,Low,Medium,High,Selective,Indirect,Delay,Mixed,Mixed,Low
Q22_E,022_E,22,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"I feel it, but I don't say anything. I stay present, hoping they'll come back to me on their own.",Translator,,0.56,0.92,0.74,0.4,0.5622857142857143,0.2772121904761905,0.5,0.5970666666666666,0.0,0.3571428571428572,0.3333333333333333,0.4,0.6217104846560848,0.4957180586666667,0.1935376761904762,Low,Medium,Low,Measured,Indirect,Re-engage,Mixed,Calm-seeking,Low
Q23_A,023_A,23,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I stop. No callout, no drama. If I was carrying it, then it dies when I stop moving.",Quiet Exit,,0.36,0.28,0.76,0.4,0.5720000000000001,0.2336693333333333,0.625,0.5648,0.0,0.0,0.3333333333333333,0.2,0.5460726857142857,0.6439122586666666,0.1134005333333333,Low,Low,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q23_B,023_B,23,Core,1.1,EmotionalRegulation,AttachmentSafety,B,"I try one more time, just to see if they notice. If not, I pull back hard. I need to know it wasn't just me pretending this thing was mutual.",Phantom Seeker,,0.74,0.74,0.7,0.2,0.3354285714285714,0.4987969523809525,0.625,0.5352,0.0,0.7857142857142857,0.6666666666666666,0.0,0.4949369396825397,0.5218286853333333,0.390235580952381,Medium,Low,Low,Selective,Emotional,Delay,Rush-risk,Mixed,Low
Q23_C,023_C,23,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I ask. Not in a ""what are we?"" way ,I just need to know if I'm wasting my energy or building something real.",Analyzer,,0.68,0.74,0.72,0.8,0.8599999999999999,0.05128800000000001,0.5,0.8001333333333333,0.0,0.0,0.0,0.8,0.8155911153439154,0.6491039359999999,0.0102576,Low,High,Medium,Measured,Logical,Co-repair,Slow-build,Calm-seeking,Low
Q23_D,023_D,23,Core,1.1,EmotionalRegulation,AttachmentSafety,D,"I double down. I give more, joke more, show up harder, hoping they'll finally meet me there. It's dumb, I know, but I still do it.",Fixer,,0.74,0.92,0.72,0.2,0.5025714285714286,0.1549737142857143,0.4374999999999999,0.5766666666666667,0.0,0.2142857142857143,0.0,0.2,0.55994937989418,0.4013432359999999,0.07385188571428572,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q23_E,023_E,23,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"You didn't match my energy? I don't mention it, I just reroute mine. I'm not here to coach someone into caring.",Icebox,,0.36,0.28,0.76,0.4,0.6080000000000001,0.2286293333333333,0.6875,0.6014666666666667,0.0,0.0,0.3333333333333333,0.2,0.5610208338624338,0.7161908786666666,0.1123925333333333,Low,Medium,High,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q24_A,024_A,24,Core,1.1,EmotionalRegulation,AttachmentSafety,A,"I note it, quietly. Next time they need something, I'm not showing up the same.",Quiet Exit,,0.36,0.28,0.76,0.4,0.6119999999999999,0.114736,0.625,0.5914666666666666,0.0,0.0,0.0,0.2,0.5539541671957672,0.6472423919999999,0.0229472,Low,Medium,Medium,Selective,Avoidant,Delay,Mixed,Mixed,Low
Q24_B,024_B,24,Core,1.1,EmotionalRegulation,AttachmentSafety,B,"I try one more thing, one big gesture, maybe. If they still don't get it, that's on them.",Romantic Idealist,,0.74,0.48,0.62,0.4,0.5622857142857143,0.1689748571428571,0.7499999999999999,0.6172,0.0,0.3571428571428572,0.0,0.2,0.5860349587301589,0.635338704,0.1052235428571429,Low,Medium,Medium,Measured,Emotional,Delay,Mixed,Mixed,Low
Q24_C,024_C,24,Core,1.1,EmotionalRegulation,AttachmentSafety,C,"I say it. Not to guilt them, just so they know I noticed. Then I adjust accordingly.",Analyzer,,0.68,0.74,0.72,0.8,0.8599999999999999,0.05128800000000001,0.5,0.8001333333333333,0.0,0.0,0.0,0.8,0.8155911153439154,0.6491039359999999,0.0102576,Low,High,Medium,Measured,Logical,Co-repair,Slow-build,Calm-seeking,Low
Q24_D,024_D,24,Core,1.1,EmotionalRegulation,AttachmentSafety,D,I pretend it doesn't bother me... but then I start making sure they feel the shift. You can't keep taking from someone who stopped offering.,Phantom Seeker,,0.74,0.74,0.7,0.2,0.5089523809523809,0.2170433015873016,0.625,0.5796444444444444,0.0,0.3571428571428572,0.1111111111111111,0.2,0.5527863929453263,0.5409177875555555,0.137059453968254,Low,Medium,Low,Selective,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q24_E,024_E,24,Core,1.1,EmotionalRegulation,AttachmentSafety,E,"If it's not appreciated, it was a mistake. I never give twice where it's ignored once.",Icebox,,0.36,0.28,0.76,0.6,0.656,0.2139893333333334,0.6875,0.6374666666666666,0.0,0.0,0.3333333333333333,0.2,0.6130356910052909,0.7306007986666667,0.1094645333333333,Low,Medium,High,Measured,Avoidant,Delay,Mixed,Mixed,Low
Q25_A,025_A,25,Core,1.1,ValuesLifestyle,IntentAlignment,A,I don't say anything. I pull back before it becomes obvious. I've had enough one-sided stories in my life.,Survivor,,0.74,0.74,0.72,0.6,0.744,0.1876053333333333,0.4374999999999999,0.7103999999999999,0.0,0.0,0.3333333333333333,0.6,0.730164673015873,0.5720295506666665,0.1041877333333333,Low,High,Medium,Measured,Emotional,Co-repair,Slow-build,Calm-seeking,Low
Q25_B,025_B,25,Core,1.1,ValuesLifestyle,IntentAlignment,B,"I try harder. I find reasons to stay in their orbit, hoping they eventually feel it too. It's dumb, but I get stuck in hope loops.",Fixer,,0.74,0.92,0.72,0.2,0.4882857142857143,0.1798308571428572,0.4374999999999999,0.5766666666666667,0.0,0.3571428571428572,0.0,0.2,0.5536255703703703,0.4006472359999999,0.1073947428571429,Low,Medium,Low,Measured,Emotional,Re-engage,Mixed,Calm-seeking,Low
Q25_C,025_C,25,Core,1.1,ValuesLifestyle,IntentAlignment,C,"I ask in roundabout ways. Not directly, but enough to get a read. If they dodge, I emotionally clock out.",Analyzer,,0.68,0.74,0.72,0.8,0.8599999999999999,0.05128800000000001,0.5,0.8001333333333333,0.0,0.0,0.0,0.8,0.8155911153439154,0.6491039359999999,0.0102576,Low,High,Medium,Measured,Logical,Co-repair,Slow-build,Calm-seeking,Low
